Motif_name	Motif_ID	TF_Species	TF_ID	Family_ID	TSource_ID	MSource_ID	DBID	TF_Name	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID.1	Motif_Type	MSource_Identifier	MSource_Type	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	uniprot.Swiss-Prot	uniprot.TrEMBL
M00501_2.00_Msx1_Mus_musculus	M00501_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Msx1_3031	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00503_2.00_Nkx1.2_Mus_musculus	M00503_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Nkx1-2_3214	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00504_2.00_Hoxb3_Mus_musculus	M00504_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Hoxb3_1720	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00519_2.00_En1_Mus_musculus	M00519_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	En1_3123	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00525_2.00_Gbx1_Mus_musculus	M00525_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Gbx1_2883	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00530_2.00_Hoxc4_Mus_musculus	M00530_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Hoxc4_3491	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00531_2.00_Hoxd3_Mus_musculus	M00531_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Hoxd3_1742	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00532_2.00_Hoxa3_Mus_musculus	M00532_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Hoxa3_2783	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00534_2.00_Lhx8_Mus_musculus	M00534_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Lhx8_2247	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00539_2.00_Lhx6_CONSTRUCT_PBM_CONSTRUCTS	M00539_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS06_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Lhx6_3432	PBM	Berger08	PBM	18585359	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00555_2.00_Dr_Drosophila_melanogaster	M00555_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS07_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Msh	PBM	BusserDevelopment2012	PBM	22296846	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00556_2.00_eve_Drosophila_melanogaster	M00556_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS07_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Eve	PBM	BusserDevelopment2012	PBM	22296846	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M00557_2.00_slou_Drosophila_melanogaster	M00557_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS07_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Slou	PBM	BusserDevelopment2012	PBM	22296846	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M01551_2.00_PHO2_Saccharomyces_cerevisiae	M01551_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS63_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	Pho2	PBM	Zhu09	PBM	19158363	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M01850_2.00_zfh.2_Caenorhabditis_elegans	M01850_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6132	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02033_2.00_A1JVI6_MOUSE_Mus_musculus	M02033_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH5986	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02052_2.00_C4B866_NEMVE_Nematostella_vectensis	M02052_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6176	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02063_2.00_CBG07641_Caenorhabditis_briggsae	M02063_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6520	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02078_2.00_ENSCING00000016045_Ciona_intestinalis	M02078_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6551	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02079_2.00_vsx2_Danio_rerio	M02079_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6221	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02082_2.00_si.dkey.43p13.5_Danio_rerio	M02082_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6636	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02097_2.00_Sebox_Mus_musculus	M02097_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6379	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02101_2.00_Noto_Mus_musculus	M02101_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6268	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02107_2.00_barx1_Tetraodon_nigroviridis	M02107_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6449	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02108_2.00_zfhx4_Tetraodon_nigroviridis	M02108_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH5654	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02109_2.00_ENSTNIG00000017092_Tetraodon_nigroviridis	M02109_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6064	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02111_2.00_uncx_Tetraodon_nigroviridis	M02111_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH5474	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02114_2.00_ems_Drosophila_melanogaster	M02114_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH5673	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02115_2.00_eve_Drosophila_melanogaster	M02115_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6436	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
M02116_2.00_Lim3_Drosophila_melanogaster	M02116_2.00	Homo_sapiens	T209902_2.00	F223_2.00	TS12_2.00	MS64_2.00	ENSG00000171540	OTP	I	Homeodomain	Homeobox	1	0.598692764790911	pTH6478	PBM	Zoo_01	PBM	25215497	None	SimilarityRegression	0	Ensembl	http://www.ensembl.org/	Q5XKR4	None
