M00413_2.00	M00413_2.00_Barx1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00414_2.00	M00414_2.00_Msx2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00417_2.00	M00417_2.00_Otp_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00422_2.00	M00422_2.00_Hoxc5_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00424_2.00	M00424_2.00_Esx1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00426_2.00	M00426_2.00_Rax_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00429_2.00	M00429_2.00_Msx3_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00430_2.00	M00430_2.00_Lhx4_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00431_2.00	M00431_2.00_Prrx1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00432_2.00	M00432_2.00_Lmx1a_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00434_2.00	M00434_2.00_Lhx6_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00435_2.00	M00435_2.00_Lhx3_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00439_2.00	M00439_2.00_Shox2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00442_2.00	M00442_2.00_Nkx1.1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00443_2.00	M00443_2.00_Uncx_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00446_2.00	M00446_2.00_Pdx1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00448_2.00	M00448_2.00_Nobox_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00452_2.00	M00452_2.00_Isx_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00457_2.00	M00457_2.00_Barx2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00459_2.00	M00459_2.00_Vsx1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00462_2.00	M00462_2.00_Gbx2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00464_2.00	M00464_2.00_Vax2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00467_2.00	M00467_2.00_Arx_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00469_2.00	M00469_2.00_Gsx2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00471_2.00	M00471_2.00_Alx1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00472_2.00	M00472_2.00_Alx1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00478_2.00	M00478_2.00_Hoxa5_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00479_2.00	M00479_2.00_Hoxb4_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00480_2.00	M00480_2.00_Hoxb5_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00482_2.00	M00482_2.00_Lmx1b_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00484_2.00	M00484_2.00_En2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00486_2.00	M00486_2.00_Prrx2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00487_2.00	M00487_2.00_Alx4_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00495_2.00	M00495_2.00_Emx2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00498_2.00	M00498_2.00_Prop1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00501_2.00	M00501_2.00_Msx1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00503_2.00	M00503_2.00_Nkx1.2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00504_2.00	M00504_2.00_Hoxb3_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00519_2.00	M00519_2.00_En1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00525_2.00	M00525_2.00_Gbx1_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00530_2.00	M00530_2.00_Hoxc4_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00531_2.00	M00531_2.00_Hoxd3_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00532_2.00	M00532_2.00_Hoxa3_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00534_2.00	M00534_2.00_Lhx8_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00539_2.00	M00539_2.00_Lhx6_CONSTRUCT_PBM_CONSTRUCTS	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00555_2.00	M00555_2.00_Dr_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00556_2.00	M00556_2.00_eve_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M00557_2.00	M00557_2.00_slou_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M01551_2.00	M01551_2.00_PHO2_Saccharomyces_cerevisiae	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M01850_2.00	M01850_2.00_zfh.2_Caenorhabditis_elegans	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02033_2.00	M02033_2.00_A1JVI6_MOUSE_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02052_2.00	M02052_2.00_C4B866_NEMVE_Nematostella_vectensis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02063_2.00	M02063_2.00_CBG07641_Caenorhabditis_briggsae	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02078_2.00	M02078_2.00_ENSCING00000016045_Ciona_intestinalis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02079_2.00	M02079_2.00_vsx2_Danio_rerio	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02082_2.00	M02082_2.00_si.dkey.43p13.5_Danio_rerio	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02097_2.00	M02097_2.00_Sebox_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02101_2.00	M02101_2.00_Noto_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02107_2.00	M02107_2.00_barx1_Tetraodon_nigroviridis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02108_2.00	M02108_2.00_zfhx4_Tetraodon_nigroviridis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02109_2.00	M02109_2.00_ENSTNIG00000017092_Tetraodon_nigroviridis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02111_2.00	M02111_2.00_uncx_Tetraodon_nigroviridis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02114_2.00	M02114_2.00_ems_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02115_2.00	M02115_2.00_eve_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02116_2.00	M02116_2.00_Lim3_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02118_2.00	M02118_2.00_zen2_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02121_2.00	M02121_2.00_Awh_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02129_2.00	M02129_2.00_Vsx1_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02130_2.00	M02130_2.00_Vsx2_Drosophila_melanogaster	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02140_2.00	M02140_2.00_KLLA0_D10043g_Kluyveromyces_lactis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02150_2.00	M02150_2.00_NEMVEDRAFT_v1g205636_Nematostella_vectensis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02152_2.00	M02152_2.00_NEMVEDRAFT_v1g81309_Nematostella_vectensis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02154_2.00	M02154_2.00_NEMVEDRAFT_v1g8907_Nematostella_vectensis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02162_2.00	M02162_2.00_Q0N4F9_NEMVE_Nematostella_vectensis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02166_2.00	M02166_2.00_Q0N4M8_NEMVE_Nematostella_vectensis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02169_2.00	M02169_2.00_Q4RRY4_TETNG_Tetraodon_nigroviridis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02170_2.00	M02170_2.00_Smp_158000_Schistosoma_mansoni	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02175_2.00	M02175_2.00_SPU_026099_Strongylocentrotus_purpuratus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02179_2.00	M02179_2.00_ceh.5_Caenorhabditis_elegans	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02182_2.00	M02182_2.00_lim.4_Caenorhabditis_elegans	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02187_2.00	M02187_2.00_ceh.62_Caenorhabditis_elegans	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02190_2.00	M02190_2.00_PHO2_Saccharomyces_cerevisiae	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02200_2.00	M02200_2.00_P79681_ACIBE_Acipenser_baerii	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02205_2.00	M02205_2.00_Q24780_9CNID_Eleutheria_dichotoma	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02221_2.00	M02221_2.00_AAZ08039_Xenopus_tropicalis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02228_2.00	M02228_2.00_SNAPOd2T00003340001_Oikopleura_dioica	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02230_2.00	M02230_2.00_SNAPOd2T00006145001_Oikopleura_dioica	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02231_2.00	M02231_2.00_SNAPOd2T00006620001_Oikopleura_dioica	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M02233_2.00	M02233_2.00_mixl1.S_Xenopus_laevis	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	PBM	SimilarityRegression	inferred
M03251_2.00	M03251_2.00_Hoxa2_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	SELEX	SimilarityRegression	inferred
M03255_2.00	M03255_2.00_Msx3_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	SELEX	SimilarityRegression	inferred
M03256_2.00	M03256_2.00_Msx3_Mus_musculus	OTP	Homeodomain	Homeobox	Q5XKR4	Helix-turn-helix domains{3}	Homeo domain factors{3.1}	Paired-related HD factors{3.1.3}	OTP{3.1.3.16}	SELEX	SimilarityRegression	inferred
